index,userId,userName,userDescription,videos,,tname,fans,follows,videoNum,audioNum,articleNum,albumNum
733,51030552,星汐Seki,[PSPlive所属]星汐，也可以叫我小七，星汐的基地673912408～开心就完事了嗷！,我 是 江 苏 的;我居然因为B站崩溃而社死了？;直播喝醉了大骂DD是山猪，这种事可以被原谅吗？,综合;综合;搞笑,综合,100724,434,109,0,1,582
3152,803870,狐妖Mikan,b站直播间189，音乐区、生活区up主，ACG歌姬，群561673889。商务合作V：YSBZTw,【狐妖】钢铁直男?这其实是一盆甜的狗粮？;【狐妖x盖盖】天气之子pv2主题曲（管弦乐改编·翻唱/双语字幕）;乐园Reunion【BW2020主题曲MV】,翻唱;翻唱;日常,翻唱,203448,433,130,22,0,909
606,37177491,八云兔不秃,肥宅本宅 带点沙雕！！感谢关注！ 商务合作qq271374252,泰坦尼克号沉了;高 ping 战 士,演奏;搞笑,演奏,717888,433,41,0,0,57
1691,10119428,小片片说大片,片片陪你看电影，给你不一样的影视推荐。VX公众号：小片片说大片。商务合作VX：skibe0320,【片片】全球第一烧脑神剧《暗黑》！五条时间线，纵贯一百年，暴击250万人脑细胞！高能解说第一季-上;开播三天火遍全网，全体网友疯狂脑暴！详解国产剧《开端》第一期;《信条》到底是不是神作？两万字深度解析，一遍看懂！【片片】,影视杂谈;影视杂谈;影视杂谈,影视杂谈,5621427,433,1149,0,90,186
751,613345189,蛙吹Keroro,普罗维登企划Magicros成员 爱唱歌的电子青蛙~ 商务合作：contact@pdplive.net,【蛙吹keroro】Departures~あなたにおくるアイの歌~　*for clancerye*;【蛙吹keroro】【初投稿】丸ノ内サディスティック;○ ● ? ? 「 在你面前  融化成水 」? ? ● ○,翻唱;翻唱;翻唱,翻唱,53698,429,65,1,0,171
238,570735,漆柚柚柚,进化中 网易云音乐/微博：@漆柚 所属三星堆/鸾凤鸣 交流群指路B站应援团~ ,【星火行动】99°C溺亡【三无X漆柚X小五】（踏云社）;【漆柚】这就是最_____的《万象霜天》！【P2赤羽无敌双开/P3纯人声洗脑】;《唱 给 世 界 的 歌》漆柚/人声本家<我 非 真 实 或 虚 拟>,原创音乐;翻唱;原创音乐,原创音乐,200015,429,252,135,1,144
1218,23175142,是洺阳不是洛阳,以我的方式分享我最爱的故事/商务合作请联系:445591408（非本人）,【折?磨?王】一场持续三千年的命运决斗!;致永远孤独的王者！【折磨王】;【折?磨?王】神之间的战斗充满了意外,桌游棋牌;桌游棋牌;桌游棋牌,桌游棋牌,195899,429,34,0,2,196
3543,7920565,中文系五匪子,语文140朋克老姐｜有系统网课子卖｜微博同名｜卖课子捞钱微信：Adaorardor  ｜商务微信：yzcm71,,,暂无tag,698424,426,98,0,9,79
5011,15312,Days的Wing翼,"见习PV师，乐师，科幻爱好者
微博：Days-wing翼 ，商务合作联系264980110
",【三月雨】钢琴版6+1人合唱版-纪念乐正绫,翻唱,翻唱,146192,424,168,65,0,293
5118,37218848,沉道长,是个废物,vlog.撕掉遗书，在这颗星球的顶点做一场梦,日常,日常,76688,424,18,0,0,26
3440,1542136,三笠?阿克曼,动漫区UP，商务联系QQ：2683704449笠笠,曾火遍全网的《溯》，你是否还知道？;令人沉醉的爱//???'?? ?? ?? ??????????,MAD·AMV;MAD·AMV,MAD·AMV,366886,423,112,0,0,45
1756,96070394,推背兔の,整活中     商务合作联系QQ：466765268     B站外的本人视频均属被盗,【赌怪1】决战紫禁之巅;【爆肝特效】三 国 第 一 战 神;【赌怪3】 最 强 佛 祖 （特效向）,鬼畜调教;鬼畜调教;鬼畜剧场,鬼畜调教,1052347,423,234,12,0,44
2595,171431343,鹤翔万里,"Freshman@ZJU / 咕咕咕 / blog.tonycrane.cc
目前不接受任何商业合作，勿扰",〔manim | 算法 | 互动〕具体学习并实现快速傅里叶变换（FFT）| 多项式乘法 | 快速求卷积 | 学习区首发互动视频;〔manim | 可视化 | 4K〕你见过这样直观超清的元素周期表吗 | 可视化元素周期表;〔manim教程〕第一讲 物体的位置与坐标变换 | 正经的manim知识增加了！ | manim-kindergarten合作视频,计算机技术;科学科普;校园学习,计算机技术,14652,423,29,0,3,127
524,8469526,果蝇轰,玩游戏最重要是开心啦！娱乐合作QQ:469651470，商务vx:fengbizhetongren。已退特摄圈，感谢。,米哈游的新游戏，爷第一次觉得自己这么牛逼！;【原神/鉴赏】果子哥带你正直宵宫;露一手给你们看看！,手机游戏;手机游戏;短片·手书·配音,手机游戏,1227807,423,485,9,1,1151
4062,249608727,杨可爱Ukulele,一只喜欢弹琴&国风的圆脸可爱~合作VX：17707833860 全网搜：杨可爱Ukulele,【杨可爱】我把高考必背56篇古诗词做成了歌（杨氏戏腔付）[ 古风原创 ];戏腔燃炸了！哪吒原创曲《我命不由天》（古风MV付）哪吒之魔童降世;2020最火40首热歌宇宙大串烧！,原创音乐;原创音乐;翻唱,原创音乐,1153649,422,157,43,0,256
3008,23008074,有轶见的Kris,有轶见 每周六晚七点更新,,,暂无tag,357683,422,119,0,1,91
1592,42602110,欣哥的美好时光,一位进行性肌营养不良患者，分享生活中的美好时光。合作：klcxbaby 个人：xiege1204,医生说只能活20岁，今天是我生日，祝自己生日快乐,日常,日常,94442,421,220,0,0,3
3428,5689319,滑稽中二梦,"个人合作QQ 465566129 微信 mhp8903616
QQ一群698135748 二群568845545",滑稽中二梦是如何成为UP主的;高考倒计时！学渣告诉你，我们究竟为什么学习！;本视频献给全体UP主,日常;人文历史;日常,日常,517427,420,135,0,1,103
1651,256195234,认真猫,你发现了一个宝藏UP主！,【B站可视化】B站播放量最高的视频是？;B站硬币最多的视频是？硬币TOP100！谁才是镇站之宝？;国内最火的视频软件是？看完你就知道了！,社科·法律·心理;社科·法律·心理;社科·法律·心理,社科·法律·心理,16502,420,33,0,0,38
1693,43645887,我是EyeOpener,每天都要多知道一点点,8大行星的声音是什么样的？;6个蒙对选择题的规律;为了抢一件99元的T恤扒模特衣服甚至打起来？为什么？,科学科普;校园学习;社科·法律·心理,科学科普,1763240,419,995,0,2,108
3477,6786155,土豆の大魔王,新视频正在路上！（进度——40%）   商务联系：445591408（不是本人）,我在街头和4个初中生热血格斗，最后他哭了....【孩子王】;老头环是个格斗游戏？拒绝头铁莽夫，玩环也有招数！;我起啦，一刀秒啦！！【鬼灭之刃】,搞笑;单机游戏;单机游戏,搞笑,113475,418,106,0,0,61
493,24490535,勾手老大爷邓肯,幽默讲解各类离奇事件！商务合作：yuanqi8341,【邓肯】死去女友不断发来的诡异信息？我好冷！;【邓肯】互联网早期恐怖传说——图中这家人在干什么？！;【邓肯】已故男生十年前在初中语文课本上，预知了自己2021年死亡——天涯十大灵异事件第二季丨消失的助内,人文历史;人文历史;人文历史,人文·历史,1164261,418,252,0,0,74
989,22781,Co视,二次元自媒体，带你接触cosplay以及cos以外的同人文化节目，当你审疲的时候，记得看看我们在讲什么,【Co视】排队的漫展视频【上海漫展/五一特辑下】;【Co视】全世界都去了CP22【上海漫展】;【Co视】章口就莱的漫展视频【上海CP23】,日常;日常;日常,日常,393435,418,318,0,3,258
75,12018,WowO大老爷,“喜欢玩游戏”也是一种天赋。,我讨厌「福袋抽卡」#1【WowO】;玩家唱衰？初期《FGO》黑历史 #4【WowO】;揭露「毒池」的黑暗面丨我讨厌抽卡毒池.2【WowO】#10,手机游戏;手机游戏;手机游戏,手机游戏,141913,418,97,0,0,46
4155,11252239,臧无尤,偶尔造点曲子。商务请联系微信 colinzang_,【纸房乐话】01 如何给声音「加电」;【vlog.0】从家到大学的距离，我走了五年,音乐教学;日常,音乐教学,363378,418,134,102,2,94
1494,33729931,九冢嵬,商务合作QQ1292720869，15岁少女养老打牌群1051237388（干好事被隐藏了，暂满）,,,暂无tag,602730,418,68,0,0,34
3538,28348490,咆哮丶土拨鼠,【废话文学系列】每周更新！商务合作请添加vx：earthmart,【素颜】最废话版本！;【有何不可】最废话版本！;听君一席话，如听一席话,人力VOCALOID;鬼畜调教;鬼畜剧场,人力VOCALOID,485257,417,131,7,1,379
2517,19642758,力元君,微博: 力元君 （商务：liyuanjun566）,只用一首bgm 让她重新爱上我！！,日常,日常,3761485,417,398,3,0,51
762,862684,院长今天又划水,本周周二、三、四、日直播,【战争雷霆】佩 8 人;【战争雷霆】后来居上——“美洲狮”步兵战车测评与实战;【战争雷霆】英伦骑士——“挑战者”2“黑夜”技术验证车测评与实战,网络游戏;网络游戏;网络游戏,网络游戏,139037,417,185,0,1,12
2354,890078,十一点睡粥老师,混吃等死，中年男子，大龄无业UP主。催更吹水请加群328352138~商务相关请B站私信,【渎神Blasphemous】完整剧情解析 第一期 游戏大体内容预览与参考现实中的历史文化背景解析;【阴暗森林】全剧情解析 第一期 主角进村前 到底发生了啥？【粥老师】;【猫夫人】全剧情解析 第一期 孤独的不死者【The Cat Lady】【粥老师】,单机游戏;单机游戏;单机游戏,单机游戏,116703,416,104,0,0,309
4486,67803,oneways,PV / Director / Editor / Composer / Motion Graphic Designer,【旅行短片】摩洛哥 | Morocco;【旅行短片】日本 · 北陆 | Hokuriku;海,日常;短片;日常,日常,30373,416,10,0,0,5
40,69720889,mc-末影小黑,长期更新彩六，apex等视频。交流群，投稿群554265268。商业合作，qq1214958509,【GTA5】震撼对决绿巨人大战大黄蜂;彩虹6号：围攻欢乐有趣时刻167期（Rainbow Six Siege Random Moments Compilation);【我的世界】Dream的神级反杀时刻合集(第一期),单机游戏;单机游戏;单机游戏,单机游戏,166852,414,1278,0,0,59
188,136107,Bison仓鼠,每周一晚七点直播摸鱼，直播录像见收藏夹   微博@Bison仓鼠,虎 纹 鲨 鱼;把 你 miku miku 掉;千 本 樱,音游;音游;音游,音游,393421,414,37,0,9,1006
1228,6014992,叫我棉被,手游攻略/二创UP主~想真正的活着，就不要去做轻松简单的选择。感谢大家的关注，希望能与大家同行到更远的远方。,用jojo的方式打开明日方舟;【棉被 FGO】干货！C呆配队详解：全光炮打手连发阵容计算、角色评价（宇宙凛、陈宫、狂武藏、水杀生院等角色使用方法）;【FGO】每天一遍 C呆出现：前往你身侧的旅行（c呆手书）,综合;手机游戏;短片·手书·配音,综合,790202,414,723,1,85,433
4717,263090405,猫不理咖啡,"我这里是一个正经的猫咖店，老板也是正常的

青岛市市北区周口路十号甲
每周二休息
十六岁以下不接待

商务V：woaizitan（注明品牌）",,,暂无tag,1309323,414,388,0,1,94
4539,2654670,狸子LePtC,你发现了一只萌狸 >ω< 物理科普和数据可视化UP主，flash可视化群：869200702,"中国各省区vs世界各国GDP？【分钟可视化】;各国新冠治愈可视化,向逆行者致敬;B站掉粉最多排行榜(2018~2020)【吃瓜总榜#1】",财经商业;社科·法律·心理;社科·法律·心理,财经商业,187058,413,342,1,17,49
707,499276043,沙梨叶_Suriel,极昼Polar-D所属 是只属于你的月亮。 神秘组织:613608175,【新衣回】聆听月亮的低语;【出道曲】上城名媛-原创PV;【翻唱】绝世舞姬-原创PV,综合;翻唱;翻唱,综合,18247,413,36,0,1,211
126,2378908,漠☆漠,我的脸又大又圆，关注我贼有排面/商务合作欢迎私信【日常在微博：漠漠fumiyo】,最羞耻的挑战！！我漠漠要走出自闭【粉丝安排的一天】;来3000万的家做客，老是说我富婆，我就给你们看看我家有多辣鸡;摸摸～,搞笑;搞笑;搞笑,搞笑,948997,411,241,0,0,240
597,16419172,灵魂健身杨老师,妄图改变中国健身文化潮流的男人！商务Vx：qian98456,《流汗吧！健身少女》国产真人完整OP！——杨老师《健身少女》硬核追番05;【B站 瘦肚子内脏脂肪 吐槽大会】内卷严重！62个视频+最全干货！;《咒术回战》国产真人OP：沙雕神还原！B站第一人！,健身;健身;健身,健身,994723,411,251,0,1,202
1333,10094840,治愈弥因,（Healing Memes）但愿我是美好，也能赠你美好。网易云/新浪微博：治愈弥因,【快乐源泉/Memes】下班回家一杯茶，沙雕面前笑哈哈。;【快乐源泉/Memes】寒窗十年雪三尺，多看沙雕成大志。;【快乐源泉/Memes】时光只解催人老，沙雕视频是块宝。,搞笑;搞笑;搞笑,搞笑,143357,409,343,0,3,104
1678,43634508,就是哈比,微博：-就是哈比/ 网易云：就是哈比 / YouTube & ig：habicui/邮箱：hellohabi@yeah.net,南柯 - 就是哈比（live）;失眠药（sleeping pill）;恐高的长脖子小鹿（growing pains）,音乐现场;MV;MV,音乐现场,705310,408,59,0,0,16
3508,2776060,二代二代,你的支持是我做下去的最大动力！商业合作联系微信  futayo_futayo,这不比官方宣传片好用？;“无败的天才从此逝去，不屈的帝皇就此诞生！”;没 有 人 比 我 更 懂 明 日 方 舟,MAD·AMV;MAD·AMV;MAD·AMV,MAD·AMV,212744,407,316,0,2,409
1059,15998299,菜藏,打杂家的up。微博：全服最菜老年半藏，合作vx：caizang0520。,【菜藏】这应该是全b站模仿小丑声线最像的人吧;【菜藏】《哈利波特》多角色声线模仿+改变声线教学，人人皆可斯内普！;【菜藏】这就是b站模仿葛大爷最像的人？《让子弹飞》片段配音,影视杂谈;影视杂谈;影视杂谈,影视杂谈,172815,407,125,0,0,47
280,52001259,大头大头哥哥,"钢琴即兴·唱见 QQ音乐:大头大头哥哥
星海音乐学院
三群1064603046
二群891570266
一群778313205",太硬核了！腾格尔唱Lemon，大草原的气息哈哈哈倾情模仿;B站就你敢这样弹《处处吻》前方高能，钢琴裁缝又叒叕来了！;耗时四天！终于翻唱【异度侵入ID:INVADED】ミスターフィクサー,翻唱;演奏;翻唱,翻唱,437575,405,399,43,0,244
3759,12107379,言叶文化,"迎风前进吧！
",,,暂无tag,4644,403,0,0,172,6
3963,372660600,康复小王老师,b站盆底区up主,小王带你复习康复职称考试《三》;小王带你复习康复职称考试《一》;小王带你复习康复职称考试《二》,其他;其他;其他,其他,96181,402,507,0,1,342
1381,385147,德彪的奇妙冒险,带哥们点点关注吧,無 間 道;英 雄 本 色;J O K E R ?,影视剪辑;影视剪辑;影视剪辑,影视剪辑,230926,402,80,0,0,9
5249,246508,诸星,一生悬命。,25.【恶魔审判】光与拯救，解读迪迦深层宗教意蕴、潜藏社会内涵、创作背景——《迪迦奥特曼》系列影评特别篇第二十五集《恶魔的审判》【硬核考据】;27.【暮魂寻乡】过去的村庄回来了！魂归故里的奥比克，根植于你我心中的故土情节——《迪迦奥特曼》系列影评特别篇第二十七集《看见了奥比克》;37.【花】迪迦中最难懂，却是艺术水平最高一集——《迪迦奥特曼》系列影评特别篇第三十七集《花》,特摄;特摄;特摄,特摄,350007,401,251,0,32,102
654,49631892,月隐空夜,我永远喜欢言峰绮礼！普罗维登oi成员，每晚19点直播！商务QQ：271374252，直播通知群1014701277,,,暂无tag,771607,401,257,3,0,344
830,198439,可可味,奇响天外新人配音演员。b站随缘更新，希望我的声音能给你带来一些快乐～请多指教！商业合作请联系dreamsnow713@qq.com,中文配音：甘城光辉游乐园☆第2话「没有时间！」;还记得钉宫四萌吗？;【日语音声】轮到可可萝来哄你睡觉了！~数绵羊篇~,短片·手书·配音;翻唱;短片·手书·配音,短片,885206,400,227,1,0,203
414,38053181,oooooohmygosh,先学习规则，再寻找打破规则的新角度。,被忽视的设计：中文字体 - oooooohmygosh;把所有汉字叠在一起，会看到什么？ - oooooohmygosh;你迟早要设计自己的标志，不如早点看看 - oooooohmygosh,野生技能协会;野生技能协会;野生技能协会,野生技能协会,1371769,400,41,1,1,61
1467,247017735,普通の史蒂夫,暂无简介,MC考古进化生存挑战!12年前的版本生存起来居然这么简单?!【史蒂夫 · 新进化生存 · 0.31 20100130篇】;【硬核揭秘】Minecraft中真的存在“天域”！？;基岩下面埋藏着一个阴森的世界？！我发现了十一年前MC里最诡异的BUG！【史蒂夫·硬核揭秘】,单机游戏;单机游戏;单机游戏,单机游戏,116587,399,36,0,1,85
3007,32426113,肖恩看,留美6年，专业分享美国趣事！喜欢记得关注！ 商务：Shawn-GS,为什么纽约人要在地铁里挑战自我？【奇葩大国2】;为什么一美国男子闯入民宅不偷不抢，只为给猫剃平头？【奇葩大国1】;必看! 13个侮辱中国人的英文词汇！你还不知道吗？,人文历史;人文历史;人文历史,人文·历史,249808,399,125,0,6,149
565,1871001,棉花大哥哥,商业合作237216991 bb空间代言人，专业的非洲抽奖主播。直播间皮肤抽奖从开播抽到下播。天选中奖把支付宝填在地址上周末不发奖,在你想抽武器池的时候 就来看看这个视频吧;当你想抽新版武器池的时候就来看看这个视频吧;零氪玩家开服等神里至今未抽一发，你的梦想就由我来帮你实现！,手机游戏;手机游戏;手机游戏,手机游戏,2524826,399,1384,0,2,937
365,86189745,月巴哥GO,有事请找yuebage_sz@163.com,你真的了解这部神作吗？海绵宝宝背后的故事【网红奇人录23】;德国Boy为何退学入狱，隐姓埋名？今天他已是两米巨汉！【网红奇人录#12】;Rick Astley究竟是谁？火遍全网的Rickroll梗是怎么来的？【网红奇人录#2】,综合;人文历史;人文历史,综合,217596,399,123,0,0,28
4408,188951,绛舞乱丸,微博 ：weibo.com/liaowenqi 网易云：http://music.163.com/#/album?id=35184113,【白化洛天依】《天朝从众效应》PV付，信息量大，暂停党稳住三观！BY:绛舞乱丸;【从众效应?下篇】 键盘侠的斗争哲学 Vocal：乐正绫 听到“Ao!!”请举起手中的键盘!!;【绛舞乱丸】爱就是活见鬼【乐正绫】聆听阿绫银铃般悦耳的笑声！,VOCALOID·UTAU;VOCALOID·UTAU;VOCALOID·UTAU,VOCALOID·UTAU,58590,398,101,6,1,446
281,553425,拯救世界的狗子,“我想我很值得，当一个歌颂者。” 好笑日常在微博@拯救世界的狗子          网易云/Q音均同名！,裂开来！我和亲爹合唱了《撒野》;我妈竟然会唱lemon了？？？？？？？？？？？？？？？？？？？;《漠河舞厅》我爸一开口真的泪崩｜再见了，晚星。,翻唱;翻唱;翻唱,翻唱,1029723,398,290,8,0,240
4388,47868246,戈洛Glow,#NAME?,【出道曲】虚拟RAPPER——戈洛Glow 华丽登场！;虚拟Rap英雄归来！《Hero's come back》;绝美高音合唱爱的挽歌《Let Me Go》 黑泽诺亚Noir×戈洛Glow,翻唱;翻唱;翻唱,翻唱,51135,398,67,5,1,122
1944,24589524,泽尼亚尔,主攻R6的游戏区UP，来自异世界的个人势VUP，请多多关照！2群262351319,【泽尼】还在犹豫选什么干员? 用数据告诉你谁最厉害! 彩虹六号进攻方强度排行;彩虹六号《不到五分钟》Ep.7- 如何才能正确提升枪法 | 基础练枪教程 | 新人常见误区以及建议;玩个游戏还得学概率论? 彩虹六号后坐系统是如何工作的+枪口终极选配指南,网络游戏;网络游戏;网络游戏,网络游戏,141892,398,941,0,8,400
4226,44688866,姜峰真的苟,合作Jfzdg888,论一个男孩子怎么一人精分十角翻唱同道殊途【姜峰】;是时候放弃学伪音了？学了这么久连这些都不会吗？绝对是因为你还不懂这些！「姜峰的伪音教学」,翻唱;野生技能协会,翻唱,2755794,397,98,0,0,62
4491,52806762,冷瓜总是那么慵懒,英雄可不能临阵脱逃啊。各种合作请加qq：3186423635 VX:lenggua666（备注来意),【全明星】讲真的;【全明星】不该-2018最后一稿纪念;【赵本山】野狼disco,人力VOCALOID;人力VOCALOID;鬼畜调教,人力VOCALOID,124118,397,45,11,0,5
754,473764233,田汐汐_Official,谢谢你们。,【田汐汐】自我介绍什么的唱出来就好了！【原创曲】;处 处 魂;塑 料 姐 妹,原创音乐;翻唱;短片·手书·配音,原创音乐,102296,396,128,0,0,474
5222,13057562,肥鱼怖乖,就打狙！就打狙！狙狙狙！,20个箱子试水 apex;闪电侠 大战 "锁子哥"【苏卡】;卢 安 娜 R 9 9,网络游戏;网络游戏;网络游戏,网络游戏,35992,394,150,0,0,79
1785,471723540,一块电鹿板,我是鹿，爱吃肉，是个中二少鹿。非商业：736726890@qq.com商业：wworking@163.com,【电鹿/自我介绍2.0】全站最憨的傻狍子来了！【vup/虚拟主播】;《我，机器鹿》;致 癌 动 画,综合;短片·手书·配音;综合,综合,1242310,393,153,5,26,15
827,5658449,夜风yzf,B站16843技术向FF14主播//录播：夜风猫下班组//每月更新2-3个视频「荒野里吹来的一阵风」,【斗笠狗 01】一个嘴硬黑魔;【FF14/Arthars】当你在打本时遇到玩的不太好的CP时...;【狒狒操作】第12期 一个诗人玩家得到了新技能,网络游戏;网络游戏;网络游戏,网络游戏,38798,392,89,0,2,218
1659,6678716,红箭红,什么！我竟然是个up主！？,公路旅馆吓人的微笑服务！;这届粉丝很关心国际局势嘛！但我又能说什么呢？读评论;我好像要给自己造一坨房子来着(???)【我的世界：北极生存】P3,单机游戏;日常;单机游戏,单机游戏,138639,391,571,0,0,214
1795,86439234,Upspeed盛嘉成,传递属于Z世代的年轻汽车文化内容！合作wx：DT_swiss 备注合作 微博：盛嘉成,开低趴红旗L5上街是什么体验？CDM中国制造！全球唯一！;开特警车漂移！我被抓进去了？;现实中拥有《头文字D》的三大神车是什么体验？,汽车生活;赛车;汽车生活,汽车生活,711836,391,160,0,0,126
629,124799,游城7十代,但行好事，莫问前路。 教书去了，寒暑假之外更新会变慢,【fate/grand order】与其说是吐槽还不如说是聊天的游城自己也不知道怎么定义好的视频;【fate/grand order】与阿福一起的2017迦勒底新年广播;【轻松漫谈】地狱中仰望星空的殉道者——卫宫alter,手机游戏;综合;手机游戏,手机游戏,212421,390,214,0,17,658
1937,9131680,晏策去月光林地了,10.0 Loading...,有?茅?台;火 力 精 神 王（特效向）;“魔 轮 降 世”,鬼畜调教;鬼畜剧场;鬼畜调教,鬼畜调教,257796,389,120,24,0,98
797,1926156228,希亚娜Ciyana,想和你做最难忘的梦? 一只哭包梦魇,【自我介绍】不是牛牛！！是希希！！【希亚娜】;说了多少遍，不要重庆口音女仆！;在漆黑遥远的深处?迎着大海拥抱你《沉》,综合;综合;原创音乐,综合,186561,389,87,0,1,459
344,11052822,终路之零,那美好的仗我已经打过了，当跑的路我已经跑尽了，所信的道我已经守住了，从此之后，有公义的冠冕为我留存。,,,暂无tag,7174,389,3,0,0,233
2357,1720738,Lunamos,《游戏通鉴》不定期更新 （微博：Lunamos，有时会贴一下视频进度）,【游戏通鉴Vol.10】什么能改变一个人的本质？CRPG名作《异域镇魂曲》通览;【游戏通鉴Vol.15】一万年壮美画卷上那道写不开的证明题——《异度装甲》全回顾（全部更新完毕）;SRPG的丰碑：《皇家骑士团》全系列回顾【游戏通鉴Vol.16】（皇骑2二十五周年纪念SP）（更新皇家骑士团2剧情讲解）,单机游戏;单机游戏;单机游戏,单机游戏,134286,387,31,0,2,14
137,37663924,硬核的半佛仙人,我看诸君皆装X，料诸君看我应如是。,【半佛】你知道奶茶加盟到底有多坑人吗？;【半佛】瑞幸咖啡是如何暴打资本主义的？;【半佛】为什么渣女总是屡屡得手？,财经商业;财经商业;社科·法律·心理,财经商业,6702888,385,264,0,151,298
5337,8066835,西海岸红杉,"一个沙雕的少儿频道 QQ群:858703821 快来和我愉快的玩耍~
合作请联系微信:hs19990828（注明来意，平台入驻和直播勿扰）
",武侠小说里的小师妹有脸了！甜飒笛子舞【初梦谣】【红杉】;【囍】?【73版翻跳】?夜景高能胆小勿入?于黑夜出嫁，做你的新娘?;皇帝轮流做～今天到我家！娇羞脸红《逍遥》翻跳【红杉】,舞蹈综合;舞蹈综合;中国舞,舞蹈综合,114138,383,208,0,0,206
1832,11684621,太阳星sunstar,商务合作邮箱:bilisunstar@163.com  历史是严谨和存疑的，而故事是用来放松的~ ,为什么二战法国会成为一个笑话？【为什么历史23】;印度低种姓的人，为什么没把种姓制度推翻？【为什么历史24】;黄金开局打废发展游戏？四大文明都干了什么？【新猿崛起01】,人文历史;人文历史;人文历史,人文·历史,1644879,382,261,0,0,26
2762,1772434,暮思橙月,只想快乐打游戏的崽，蟹蟹大家的喜欢，想和大家一起体验更多新奇的冒险??(ˊωˋ*)??,【饥荒联机】长期档大型基地超详细教学！暮式造家法全面升级！;steam上那些不容错过的多人联机小游戏推荐！;十款最适合小情侣的双人游戏推荐,单机游戏;单机游戏;单机游戏,单机游戏,109001,381,163,0,7,229
1809,1918296,丰兄来了,丰兄不丰胸，寻找快乐中，押韵押不动，看到请填空。 合作私信或者QQ：445591408,用文言文的方式打开超级玛丽;某小学文化男子竟用文言文翻译出了你好骚啊;这TM的才叫TM的海绵宝宝！【文盲文】,单机游戏;影视杂谈;综合,单机游戏,1422063,381,194,1,0,59
628,71940941,小林家的旗女仆,开始不定期更新游戏剧情片~,177小姐姐，我觉得我还能抢救一下！快奶我一口！;【有生之年系列】老鹅和Elissa的吃鸡日常(完整版，不要带节奏谢谢）;恐怖！24分钟82杀！这天赋让文森特之剑又回来了！,电子竞技;网络游戏;电子竞技,电子竞技,123122,380,1059,0,2,189
174,433459183,山药锅锅,微博@药锅锅 pixiv：药锅锅 Twitter：@tororoshanyao不接私稿，头像，商业合作22年起,战双苏菲亚作画视频;游戏王直播双子10倍速,绘画;绘画,绘画,192244,380,44,0,1,849
991,18075138,董肯特,原id：悬影驿站,超酷剪辑技巧-匹配蒙太奇;隔离时想出去玩 也不是没有办法;去了新疆，从此拔高了我对“美”的定义,野生技能协会;搞笑;数码,野生技能协会,160437,379,110,0,0,123
671,1703797642,李豆沙_Channel,休眠中基本不直播|Novus所属?虚拟熊猫!パンダ少女日々進化中！,【李豆沙vlog】虚拟主播的现实生活？！;【李豆沙】被租借女友狠狠地玩弄了身心;【自我介绍】熊猫头的一问一答自我介绍,综合;综合;综合,综合,20291,379,53,0,0,187
2888,290548469,冲浪普拉斯,Youtube：冲浪普拉斯,乐视帝国崩塌记：揭秘“骗子”贾跃亭套现百亿经历，看他如何背靠神秘人物，玩弄各路资本，逃出生天【中国商业史04】;3Q大战（上）：3亿网民被绑架，垄断之王争夺战，马化腾与周鸿祎的血海深仇【中国商业史13】;宝万之争（上）：金融教科书级操作，起底宝能股市围猎万科全过程【中国商业史12】,财经商业;财经商业;财经商业,财经商业,1616358,378,172,0,0,65
353,479927880,嗨我是熊猫,5月29-30日发布618推荐！所有平台同名！ 商务wx：xiongmao960529,【熊猫】20年大学生笔记本电脑选购攻略，只需14分钟，全程保姆攻略！,数码,数码,395100,378,91,0,5,201
305,7547479,在下豆子君,考研停产期见谅（?ω?) ,【寒王vlog】灵寒子专访：带你走进一个真实的寒王;【豆子君】一天内花完4500元的创作激励是什么体验?;走完同一条街，回到两个世界。,日常;日常;人力VOCALOID,日常,105495,375,34,3,0,16
4236,70903428,淋雨の伞,"男的 一名普通高中生
网易云ID：淋雨丶伞（所用BGM歌单）
谢谢你能喜欢我的视频
QQ群：683886306",【排行向】数十万人评选的日本动漫TOP10！补番推荐！（改）;【网易云】不知道名字的BGM都在这里;【网易云】每一条评论都有一段故事，网易云评论精选,综合;音乐综合;乐评盘点,综合,634336,375,366,1,4,452
495,319438468,钳子拯救没胃口,店铺id：钳子拯救没胃口,,,暂无tag,607335,375,242,0,4,27
2773,298054634,马哥巨离谱,自从关注这个up之后整个人都精神了！ ,离谱哥新概念读评论;【假 如 不 健 身 “违 法”】;【假 如 健 身 违 法】,健身;健身;健身,健身,457077,373,135,0,0,65
1530,367877,笔吧评测室,交流买本心得，帮助电脑小白。我们是笔记本电脑爱好者，欢迎关注我们的微信公众号：bibacps,【笔吧】联想拯救者Y9000P 2022首发评测：核心升级+细节调整;【笔吧】外星人 | ROG | 联想 | 惠普 | 雷蛇 | 微星 | 宏碁，谁最强？;【笔吧】华硕天选3首发评测：这一代进步很大！,数码;数码;数码,数码,1547892,373,275,0,7,120
1061,71596354,金渐层烤猪,"萌新阿婆做鬼畜，
过往君子求关注。
徒羡辞工若白鼠，
挥刀漫剪总不如。
",罗         问;金问1：正道的光;张天问：致命ID,影视剪辑;搞笑;影视剪辑,影视剪辑,263602,373,328,0,0,8
